-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 05/17/2026 in LST
Location: latitude  14.676   longitude 121.0437 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 201.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M
2019,8,22,3.4709,9.45,90.46,25.02
2019,8,23,3.1502,4.67,88.19,25.35
2019,8,24,3.2448,22.87,89.6,25.89
2019,8,25,4.135,11.73,89.79,26.42
2019,8,26,4.951,13.32,89.65,26.32
2019,8,27,1.9176,11.73,91.64,25.47
2019,8,28,4.5,1.4,87.41,26.28
2019,8,29,4.5382,12.02,91.23,25.67
2019,8,30,4.3591,6.85,89.91,25.66
2019,8,31,4.1429,19.19,89.84,25.24
2019,9,1,5.3479,15.81,85.26,25.87
2019,9,2,4.2533,14.53,88.55,25.56
2019,9,3,3.5239,12.3,90.96,25.56
2019,9,4,5.1859,2.57,87.11,26.4
2019,9,5,4.8667,1.22,85.5,26.55
2019,9,6,4.8086,1.23,86.84,26.72
2019,9,7,4.5365,0.61,88.27,26.47
2019,9,8,4.8384,7.61,90.89,26.24
2019,9,9,4.0061,11.04,90.87,25.73
2019,9,10,4.1705,3.03,90.14,25.48
2019,9,11,3.9917,9.64,91.71,25.38
2019,9,12,1.1765,15.66,92.67,25.16
2019,9,13,3.5707,13.63,86.73,26.64
2019,9,14,4.3361,11.1,84.48,27.0
2019,9,15,3.0955,20.71,94.28,25.63
2019,9,16,2.681,27.13,93.06,25.78
2019,9,17,3.3456,11.31,92.44,25.72
2019,9,18,3.6859,22.05,91.64,25.0
2019,9,19,3.0835,22.5,90.15,25.28
2019,9,20,3.0614,24.74,92.09,24.8
2019,9,21,4.2746,7.52,88.86,24.92
2019,9,22,5.9366,0.1,82.01,26.04
2019,9,23,5.8027,1.03,81.66,26.74
2019,9,24,4.465,1.44,86.54,26.46
2019,9,25,5.1881,1.25,84.99,26.24
2019,9,26,5.9837,5.91,82.52,26.92
2019,9,27,5.7072,4.12,79.61,27.85
2019,9,28,5.9573,0.93,78.84,27.58
2019,9,29,4.5749,1.35,91.43,26.03
2019,9,30,4.3284,4.75,87.13,26.41
2019,10,1,4.6694,2.19,85.41,26.6
2019,10,2,4.8262,7.97,79.71,26.88
2019,10,3,5.4677,9.6,78.3,26.83
2019,10,4,5.4122,6.18,75.33,27.25
2019,10,5,5.8051,1.81,73.26,28.16
2019,10,6,4.8149,4.61,88.56,26.04
2019,10,7,5.8327,2.35,84.9,26.07
2019,10,8,4.8626,2.68,85.57,26.13
2019,10,9,3.7675,6.76,86.59,26.27
2019,10,10,5.5968,1.89,82.76,26.37
2019,10,11,5.3146,8.5,81.84,26.67
2019,10,12,5.1854,5.46,82.77,26.03
2019,10,13,5.4886,1.46,83.86,25.69
2019,10,14,5.3558,0.46,84.19,25.78
2019,10,15,5.2706,1.41,85.01,25.63
2019,10,16,4.3404,6.24,86.87,25.53
2019,10,17,5.2678,2.81,85.87,25.99
2019,10,18,5.3239,2.5,85.64,26.52
2019,10,19,4.0862,12.59,87.87,26.49
2019,10,20,3.5762,10.76,88.9,26.21
2019,10,21,5.1398,5.21,88.54,26.27
2019,10,22,5.2447,2.43,85.52,26.27
2019,10,23,5.7161,0.23,84.5,26.38
2019,10,24,5.3117,0.59,83.24,26.42
2019,10,25,5.1763,3.5,87.05,26.01
2019,10,26,3.461,5.05,87.48,25.83
2019,10,27,3.6473,19.98,90.09,25.56
2019,10,28,3.1387,7.73,87.32,26.1
2019,10,29,2.3225,9.51,94.32,25.55
2019,10,30,3.2818,3.83,93.6,25.78
2019,10,31,4.085,12.05,92.42,25.65
2019,11,1,2.8394,28.14,92.02,25.66
2019,11,2,3.5208,14.3,91.71,25.88
2019,11,3,4.0536,7.76,94.25,25.7
2019,11,4,4.3951,4.83,87.1,26.62
2019,11,5,4.0915,13.46,88.5,26.53
2019,11,6,3.1934,19.01,90.59,26.09
2019,11,7,3.7913,12.03,92.3,25.6
2019,11,8,4.1839,1.41,89.74,26.09
2019,11,9,4.7081,1.15,86.03,26.34
2019,11,10,3.6578,1.06,86.45,25.51
2019,11,11,3.211,6.95,93.08,23.92
2019,11,12,3.0415,3.15,88.42,24.57
2019,11,13,2.9256,3.52,84.91,24.58
2019,11,14,2.3138,3.83,90.11,24.69
2019,11,15,4.5019,1.38,84.78,26.37
2019,11,16,4.607,6.44,79.46,26.53
2019,11,17,4.7088,2.77,90.64,25.67
2019,11,18,4.7911,0.01,89.31,26.09
2019,11,19,4.9272,0.0,82.66,26.53
2019,11,20,4.6716,7.37,83.93,26.6
2019,11,21,3.2294,5.23,89.33,25.84
2019,11,22,2.6986,7.95,93.79,25.09
2019,11,23,3.7454,3.86,90.12,25.52
2019,11,24,3.2436,8.25,93.01,25.44
2019,11,25,2.2793,11.73,92.79,25.1
2019,11,26,2.8447,6.24,90.56,24.83
2019,11,27,4.0409,11.08,90.42,25.85
2019,11,28,4.133,3.15,87.17,25.37
2019,11,29,3.6516,1.78,84.05,24.41
2019,11,30,4.3219,0.86,81.5,23.41
2019,12,1,3.9859,1.93,84.24,23.77
2019,12,2,2.7194,4.47,86.77,24.78
2019,12,3,0.4361,155.47,90.47,24.98
2019,12,4,4.0162,15.68,91.94,26.43
2019,12,5,3.0691,3.67,91.09,25.42
2019,12,6,4.6253,2.96,83.09,26.08
2019,12,7,4.8228,0.54,86.33,25.02
2019,12,8,4.171,1.79,85.59,23.75
2019,12,9,2.9695,2.66,87.76,23.48
2019,12,10,3.2657,1.65,87.94,23.99
2019,12,11,2.9165,2.11,88.35,24.46
2019,12,12,3.2302,3.32,89.88,24.68
2019,12,13,4.1575,9.12,89.02,24.9
2019,12,14,3.528,6.02,89.8,25.07
2019,12,15,3.7274,8.75,89.57,25.1
2019,12,16,4.1129,4.32,89.13,25.3
2019,12,17,4.1486,0.35,86.11,24.92
2019,12,18,4.4076,2.12,85.99,24.41
2019,12,19,4.1249,4.15,89.66,24.71
2019,12,20,4.4791,6.1,89.84,24.58
2019,12,21,3.5354,2.39,88.98,24.73
2019,12,22,4.1801,0.61,86.33,24.57
2019,12,23,3.0091,2.39,88.34,24.64
2019,12,24,4.8689,2.31,85.33,24.3
2019,12,25,1.3978,42.57,93.97,24.73
2019,12,26,3.505,16.81,92.8,25.2
2019,12,27,4.4635,4.96,89.29,25.3
2019,12,28,3.9497,4.34,89.26,25.31
2019,12,29,4.4623,1.53,86.72,24.36
2019,12,30,4.2926,1.81,87.53,24.66
2019,12,31,3.9163,3.86,87.45,24.6
2020,1,1,3.0514,13.12,88.24,24.99
2020,1,2,3.6965,5.19,87.38,24.75
2020,1,3,4.3819,2.21,87.16,23.92
2020,1,4,3.876,2.6,87.73,23.82
2020,1,5,3.2263,1.0,84.16,23.29
2020,1,6,4.3114,1.36,84.94,23.84
2020,1,7,2.7907,8.54,88.28,24.33
2020,1,8,3.2539,9.59,88.53,24.58
2020,1,9,3.9919,1.87,86.18,24.35
2020,1,10,3.9809,2.39,87.26,23.98
2020,1,11,4.734,1.94,86.64,24.11
2020,1,12,4.1731,2.26,86.01,23.94
2020,1,13,3.1462,0.98,85.74,23.9
2020,1,14,3.4306,2.46,85.39,24.05
2020,1,15,3.1661,1.06,84.74,24.03
2020,1,16,4.6843,2.36,85.63,25.0
2020,1,17,2.9098,6.67,88.2,25.69
2020,1,18,3.0689,2.73,86.71,25.31
2020,1,19,2.8236,0.8,84.2,24.71
2020,1,20,3.5753,1.1,84.16,24.03
2020,1,21,4.5348,0.51,81.24,22.93
2020,1,22,5.0539,0.32,78.2,22.92
2020,1,23,5.1252,0.28,79.65,23.64
2020,1,24,2.6088,15.35,88.42,24.64
2020,1,25,2.9921,31.11,89.77,25.04
2020,1,26,4.554,1.5,83.9,26.4
2020,1,27,5.621,0.91,74.39,25.75
2020,1,28,5.5037,1.41,71.96,25.85
2020,1,29,5.5574,1.43,65.72,25.61
2020,1,30,4.9908,8.21,75.27,24.23
2020,1,31,3.0638,4.88,83.89,22.37
2020,2,1,3.8626,2.55,83.26,21.5
2020,2,2,3.0936,3.51,83.74,21.43
2020,2,3,3.7202,2.76,80.88,21.4
2020,2,4,4.7525,0.8,79.57,22.11
2020,2,5,3.8784,3.09,84.52,23.78
2020,2,6,3.139,5.98,86.04,23.97
2020,2,7,2.7562,27.52,88.97,24.78
2020,2,8,3.6418,22.79,89.6,25.14
2020,2,9,2.7931,18.44,87.28,23.75
2020,2,10,3.3389,1.21,81.52,22.55
2020,2,11,5.2759,0.59,79.7,22.41
2020,2,12,5.6076,0.29,80.37,22.65
2020,2,13,3.5741,1.24,84.1,23.52
2020,2,14,5.0959,1.83,86.38,24.19
2020,2,15,5.7754,0.07,81.81,24.13
2020,2,16,5.4067,0.03,82.67,24.29
2020,2,17,4.1549,1.78,84.95,24.36
2020,2,18,3.6346,101.95,87.99,23.09
2020,2,19,4.764,31.79,83.29,22.47
2020,2,20,3.9694,157.47,85.1,21.93
2020,2,21,4.3418,163.93,87.74,22.26
2020,2,22,5.8452,61.66,85.92,22.01
2020,2,23,4.7405,106.84,88.08,23.34
2020,2,24,4.5497,8.3,88.87,24.31
2020,2,25,5.6734,1.17,86.42,23.74
2020,2,26,4.4155,5.78,88.34,23.82
2020,2,27,4.638,2.03,86.15,23.65
2020,2,28,4.8252,1.83,86.11,23.5
2020,2,29,5.3102,0.36,84.99,23.94
2020,3,1,5.7168,0.12,84.3,24.08
2020,3,2,6.1517,0.26,85.39,23.84
2020,3,3,4.7906,80.02,88.98,23.97
2020,3,4,5.3047,43.14,86.17,23.83
2020,3,5,6.2882,0.1,83.14,24.34
2020,3,6,5.675,0.67,85.47,24.9
2020,3,7,5.3779,0.72,87.54,25.88
2020,3,8,5.9628,0.05,84.86,26.76
2020,3,9,5.9626,0.03,82.81,26.84
2020,3,10,6.0806,0.97,75.38,27.9
2020,3,11,4.735,3.53,83.8,26.12
2020,3,12,6.5254,1.68,85.28,25.23
2020,3,13,6.6866,0.02,83.37,25.77
2020,3,14,6.7277,0.09,83.05,26.08
2020,3,15,5.2874,74.63,85.87,25.14
2020,3,16,2.6539,58.87,89.06,24.41
2020,3,17,3.5306,125.79,89.23,23.92
2020,3,18,6.0926,24.02,85.92,24.5
2020,3,19,5.7629,0.56,84.78,25.22
2020,3,20,6.3722,0.36,84.33,25.56
2020,3,21,6.3283,0.04,84.09,25.53
2020,3,22,6.575,16.59,85.69,25.54
2020,3,23,7.0075,0.73,84.88,25.19
2020,3,24,6.2484,0.27,84.53,24.97
2020,3,25,6.7222,0.47,83.46,24.48
2020,3,26,6.7267,0.19,83.34,24.76
2020,3,27,6.4858,85.61,85.88,25.14
2020,3,28,6.7615,34.88,85.06,25.47
2020,3,29,6.4942,0.01,83.52,25.64
2020,3,30,6.1195,0.1,84.68,25.84
2020,3,31,7.1345,20.9,85.07,25.54
2020,4,1,6.695,78.17,85.47,26.16
2020,4,2,6.5693,0.67,84.92,25.67
2020,4,3,6.6989,0.48,84.7,25.28
2020,4,4,6.8695,1.35,83.83,25.33
2020,4,5,7.1489,0.98,82.94,24.94
2020,4,6,6.2494,0.5,83.98,25.64
2020,4,7,6.6614,0.36,77.15,26.93
2020,4,8,5.7768,3.38,79.84,26.84
2020,4,9,4.9642,5.45,83.77,26.35
2020,4,10,5.0018,3.51,85.94,25.93
2020,4,11,4.86,3.73,86.02,25.97
2020,4,12,5.1158,2.06,79.7,26.84
2020,4,13,4.3889,9.77,82.63,26.69
2020,4,14,3.0372,10.0,87.11,25.15
2020,4,15,5.5274,8.39,81.08,27.58
2020,4,16,6.2273,1.44,77.66,28.08
2020,4,17,4.9874,3.0,85.87,26.57
2020,4,18,5.2339,62.45,89.42,26.57
2020,4,19,6.1421,28.83,84.95,26.69
2020,4,20,6.1922,2.99,84.17,26.63
2020,4,21,7.1294,0.14,83.28,26.89
2020,4,22,6.0641,2.26,86.35,27.03
2020,4,23,5.9138,0.79,83.01,27.16
2020,4,24,6.7886,39.69,86.06,26.4
2020,4,25,6.5002,151.59,88.91,26.53
2020,4,26,6.4558,101.01,87.56,26.79
2020,4,27,5.6148,77.4,85.2,26.4
2020,4,28,6.8292,1.06,83.23,25.93
2020,4,29,5.375,2.67,85.18,26.69
2020,4,30,5.7593,1.38,85.41,26.69
2020,5,1,6.793,1.12,83.08,26.54
2020,5,2,6.293,3.13,84.8,26.54
2020,5,3,2.8318,9.92,88.11,27.23
2020,5,4,6.1795,4.41,88.01,27.63
2020,5,5,6.5201,1.32,86.45,28.03
2020,5,6,6.1058,6.41,83.31,28.94
2020,5,7,6.8604,1.93,78.83,29.01
2020,5,8,7.2286,0.35,82.2,28.22
2020,5,9,6.9629,2.26,81.41,28.25
2020,5,10,6.733,6.17,80.9,28.29
2020,5,11,7.0219,3.2,83.22,27.63
2020,5,12,6.503,1.72,80.12,28.43
2020,5,13,6.4567,0.62,81.93,27.91
2020,5,14,4.2938,20.26,89.64,27.35
2020,5,15,1.2869,111.2,92.1,26.52
2020,5,16,4.3032,16.07,88.27,27.2
2020,5,17,6.2539,0.33,89.72,26.51
2020,5,18,5.509,1.18,80.92,28.25
2020,5,19,4.8053,2.34,81.27,28.38
2020,5,20,6.7116,3.37,77.27,29.02
2020,5,21,6.2369,1.68,80.46,28.78
2020,5,22,5.6333,1.92,84.96,27.82
2020,5,23,4.9212,11.52,87.52,27.2
2020,5,24,6.6833,2.59,82.72,28.01
2020,5,25,5.341,0.09,78.76,28.58
2020,5,26,5.2517,0.48,76.93,28.84
2020,5,27,6.4421,2.95,78.9,28.85
2020,5,28,6.2388,3.32,77.68,28.69
2020,5,29,6.595,5.21,82.58,28.03
2020,5,30,6.7709,1.79,77.94,28.59
2020,5,31,6.9876,16.56,82.59,27.1
2020,6,1,6.4354,39.13,84.38,27.29
2020,6,2,6.5986,0.95,75.84,28.51
2020,6,3,6.7505,1.04,70.11,29.57
2020,6,4,6.7702,0.23,72.24,29.71
2020,6,5,7.1299,0.19,77.15,28.89
2020,6,6,7.0399,0.04,78.64,28.41
2020,6,7,6.7774,3.35,79.51,28.4
2020,6,8,4.9298,8.32,87.24,27.08
2020,6,9,5.8236,33.42,83.26,27.55
2020,6,10,3.9864,102.79,88.9,27.02
2020,6,11,3.5851,22.19,92.31,26.31
2020,6,12,3.4795,36.9,93.23,25.39
2020,6,13,5.4314,40.58,91.38,26.04
2020,6,14,5.1444,41.21,88.38,26.42
2020,6,15,4.0896,13.24,89.8,25.94
2020,6,16,6.4404,39.84,85.36,26.78
2020,6,17,6.5057,70.83,82.05,27.56
2020,6,18,6.2081,3.9,86.8,27.05
2020,6,19,3.6305,23.44,87.88,27.19
2020,6,20,5.2454,27.29,78.73,27.9
2020,6,21,6.4332,12.49,76.43,28.36
2020,6,22,6.4819,3.46,81.16,28.2
2020,6,23,6.1078,3.9,81.39,28.41
2020,6,24,5.7919,3.12,84.98,27.55
2020,6,25,6.079,6.1,87.23,26.94
2020,6,26,5.0957,10.57,88.03,26.43
2020,6,27,4.7551,20.61,89.39,26.52
2020,6,28,4.3006,19.93,87.81,26.2
2020,6,29,5.856,5.58,87.75,25.83
2020,6,30,5.7727,3.78,82.8,26.83
2020,7,1,6.6209,1.0,78.78,27.8
2020,7,2,6.1656,1.64,78.77,28.04
2020,7,3,6.1013,5.02,85.08,26.93
2020,7,4,4.2698,9.59,84.5,26.51
2020,7,5,5.8824,5.78,85.68,26.31
2020,7,6,6.2292,6.2,82.52,27.39
2020,7,7,6.2134,3.63,85.83,27.15
2020,7,8,5.7864,1.6,87.68,26.69
2020,7,9,6.607,2.77,83.57,27.02
2020,7,10,5.9016,3.51,78.16,27.99
2020,7,11,4.8874,1.67,81.78,27.21
2020,7,12,4.9044,2.81,81.6,27.37
2020,7,13,2.0234,5.92,89.63,25.69
2020,7,14,6.7229,1.25,76.68,27.7
2020,7,15,6.3739,1.75,80.68,27.65
2020,7,16,6.3994,3.71,86.31,26.83
2020,7,17,5.9484,2.71,86.42,27.01
2020,7,18,6.3638,3.68,87.19,26.76
2020,7,19,3.6715,18.33,90.54,25.89
2020,7,20,5.5531,7.86,87.16,26.13
2020,7,21,5.8742,14.17,89.14,26.36
2020,7,22,4.8461,9.59,88.47,26.45
2020,7,23,5.7703,6.25,85.88,27.1
2020,7,24,4.6574,3.72,87.85,26.19
2020,7,25,6.3722,3.66,80.86,27.6
2020,7,26,5.767,4.52,81.92,27.49
2020,7,27,6.3646,8.6,81.54,27.91
2020,7,28,2.7173,27.99,86.44,26.7
2020,7,29,1.6493,35.18,86.6,26.2
2020,7,30,3.6348,36.48,89.3,26.34
2020,7,31,3.8789,11.99,91.3,26.27
2020,8,1,3.0737,11.66,87.22,26.2
2020,8,2,3.5177,4.31,81.25,26.57
2020,8,3,5.2442,4.31,78.85,27.57
2020,8,4,5.5262,15.28,88.14,26.5
2020,8,5,4.5802,10.87,91.26,26.43
2020,8,6,4.609,7.45,91.57,26.14
2020,8,7,3.421,19.68,87.13,26.4
2020,8,8,3.3526,4.98,91.68,26.06
2020,8,9,3.2796,14.66,92.73,26.15
2020,8,10,4.5895,11.66,89.58,26.11
2020,8,11,4.9426,5.15,81.51,27.02
2020,8,12,3.6394,12.31,91.59,25.93
2020,8,13,4.5854,23.04,79.69,27.14
2020,8,14,4.6776,16.62,78.76,27.15
2020,8,15,4.105,10.67,86.96,26.13
2020,8,16,3.6686,8.74,84.22,26.62
2020,8,17,5.4046,9.09,85.8,26.69
2020,8,18,4.8307,5.74,86.09,26.91
2020,8,19,3.4735,21.94,78.63,27.61
2020,8,20,4.1477,20.42,81.0,26.7
2020,8,21,4.9862,1.99,86.96,25.96
2020,8,22,5.6407,1.9,85.02,26.81
2020,8,23,5.6386,0.81,87.8,26.66
2020,8,24,6.3154,0.06,87.34,26.63
2020,8,25,6.6782,0.02,86.09,27.05
2020,8,26,5.957,0.21,86.19,26.92
2020,8,27,6.5215,0.15,88.35,26.13
2020,8,28,3.7553,0.87,85.19,26.4
2020,8,29,3.7138,0.25,88.37,26.11
2020,8,30,4.2024,1.88,89.65,26.18
2020,8,31,6.1013,0.75,82.97,26.04
2020,9,1,5.4946,1.29,83.75,26.73
2020,9,2,5.8658,1.34,84.81,26.75
2020,9,3,5.9556,1.01,82.83,27.27
2020,9,4,6.3478,1.94,80.64,27.74
2020,9,5,6.347,5.4,84.4,27.29
2020,9,6,5.6462,3.37,87.8,26.82
2020,9,7,5.6974,7.34,84.66,27.35
2020,9,8,5.6652,3.23,82.29,27.81
2020,9,9,5.1631,3.68,85.12,27.03
2020,9,10,5.3662,6.56,76.13,28.0
2020,9,11,5.1907,4.67,78.8,28.11
2020,9,12,2.5608,5.91,80.21,27.4
2020,9,13,6.0134,0.85,78.27,27.84
2020,9,14,5.9707,11.82,87.17,27.0
2020,9,15,3.2335,34.86,92.29,26.08
2020,9,16,3.1474,22.61,93.36,25.81
2020,9,17,2.4226,13.68,94.13,25.56
2020,9,18,4.6992,11.04,87.56,26.01
2020,9,19,5.2169,7.44,83.68,26.61
2020,9,20,5.537,8.02,87.28,26.92
2020,9,21,6.3154,1.11,83.97,27.41
2020,9,22,5.5682,2.02,81.48,27.73
2020,9,23,4.7465,11.2,87.1,27.29
2020,9,24,5.1082,10.4,89.76,26.12
2020,9,25,3.1958,45.86,93.22,25.96
2020,9,26,5.1223,23.2,85.2,27.16
2020,9,27,5.7643,0.89,79.86,28.09
2020,9,28,5.6626,1.69,83.41,27.34
2020,9,29,5.2589,3.11,86.62,26.17
2020,9,30,5.5961,15.17,85.15,27.24
2020,10,1,4.3291,24.03,81.26,28.05
2020,10,2,4.1662,14.54,85.83,27.1
2020,10,3,4.4525,16.87,86.44,26.85
2020,10,4,5.4794,11.74,86.86,26.85
2020,10,5,4.7383,6.22,85.57,26.15
2020,10,6,3.979,14.28,91.54,26.67
2020,10,7,3.3031,55.07,91.46,26.68
2020,10,8,1.4342,83.09,95.1,26.36
2020,10,9,2.6813,49.34,88.91,26.28
2020,10,10,4.2703,13.81,86.21,26.49
2020,10,11,2.8982,22.41,92.82,25.65
2020,10,12,3.3492,26.21,91.25,25.43
2020,10,13,4.883,24.35,90.37,25.56
2020,10,14,1.2283,63.06,93.13,25.51
2020,10,15,3.5182,68.92,94.2,25.43
2020,10,16,5.1542,113.21,88.49,25.86
2020,10,17,3.2218,51.54,88.3,26.37
2020,10,18,1.8838,51.08,93.76,25.91
2020,10,19,3.8861,21.77,90.84,26.2
2020,10,20,0.6187,50.34,93.36,25.78
2020,10,21,3.3019,19.83,90.94,26.48
2020,10,22,4.7539,9.78,92.37,26.3
2020,10,23,4.8492,6.49,91.43,26.34
2020,10,24,4.2914,35.18,88.02,26.54
2020,10,25,2.2474,48.84,93.74,25.91
2020,10,26,1.7525,55.72,92.87,25.89
2020,10,27,3.3502,13.81,94.3,25.36
2020,10,28,4.7203,12.24,88.99,26.16
2020,10,29,4.1546,6.32,87.35,26.24
2020,10,30,4.669,8.23,90.19,26.19
2020,10,31,4.1578,51.98,87.16,25.64
2020,11,1,1.1952,72.18,94.52,24.2
2020,11,2,3.8158,4.07,90.68,25.87
2020,11,3,4.3906,5.47,84.21,27.0
2020,11,4,2.0837,37.18,94.46,25.64
2020,11,5,3.6427,4.7,88.56,25.73
2020,11,6,5.0563,2.01,87.04,26.24
2020,11,7,2.1871,19.88,91.26,25.43
2020,11,8,3.9523,44.49,93.94,25.93
2020,11,9,2.8766,78.09,93.55,25.67
2020,11,10,3.3257,18.98,90.88,26.07
2020,11,11,1.1585,99.94,92.44,25.25
2020,11,12,1.597,94.08,94.24,25.39
2020,11,13,4.6685,11.37,91.54,26.0
2020,11,14,4.3286,3.96,91.51,25.69
2020,11,15,4.4479,131.64,91.29,25.57
2020,11,16,4.6138,54.28,88.93,25.53
2020,11,17,3.9746,6.82,92.37,25.42
2020,11,18,3.8832,2.99,92.5,25.39
2020,11,19,4.8605,0.85,88.47,25.61
2020,11,20,4.3774,5.95,89.64,26.06
2020,11,21,4.5468,62.52,89.98,25.49
2020,11,22,4.5773,71.51,88.51,24.63
2020,11,23,3.2534,55.64,89.52,24.18
2020,11,24,4.374,14.72,87.21,24.46
2020,11,25,4.1765,1.69,85.26,24.18
2020,11,26,3.8998,11.21,88.94,24.97
2020,11,27,1.5658,13.29,94.19,25.31
2020,11,28,3.2458,19.75,93.82,25.32
2020,11,29,1.9529,56.15,91.92,25.38
2020,11,30,3.8388,70.19,88.88,24.55
2020,12,1,3.7848,39.52,89.52,23.99
2020,12,2,3.5146,2.95,91.1,24.83
2020,12,3,3.2455,19.4,93.15,24.95
2020,12,4,1.4594,43.21,92.45,25.43
2020,12,5,3.4884,55.28,93.89,25.13
2020,12,6,3.5791,82.74,94.74,25.34
2020,12,7,1.3027,79.91,95.54,25.24
2020,12,8,3.3072,24.64,95.8,25.21
2020,12,9,3.2983,13.91,92.38,25.81
2020,12,10,2.7233,28.44,93.39,25.2
2020,12,11,4.3632,2.35,90.85,25.62
2020,12,12,4.6327,37.37,89.61,25.73
2020,12,13,2.7199,97.67,92.75,25.66
2020,12,14,4.7959,3.03,90.1,25.4
2020,12,15,3.4961,11.89,91.5,24.82
2020,12,16,4.237,4.06,88.65,24.59
2020,12,17,2.9702,14.28,91.3,24.59
2020,12,18,2.4862,40.15,90.91,25.22
2020,12,19,1.4734,72.38,90.91,24.38
2020,12,20,2.5824,28.14,91.52,23.67
2020,12,21,3.0922,6.72,93.23,24.83
2020,12,22,2.8666,3.35,87.32,25.7
2020,12,23,4.3231,4.98,93.3,25.27
2020,12,24,5.2022,0.36,87.19,25.41
2020,12,25,3.7582,2.57,90.0,25.02
2020,12,26,2.8433,25.28,93.34,24.97
2020,12,27,0.9077,58.79,93.13,24.39
2020,12,28,3.6595,20.55,90.2,25.03
2020,12,29,4.3894,5.37,89.58,25.33
2020,12,30,4.507,14.82,88.91,25.7
2020,12,31,2.5747,15.94,89.58,22.82
2021,1,1,2.095,19.05,90.02,22.42
2021,1,2,2.9314,11.64,90.34,23.55
2021,1,3,0.9252,38.1,93.04,24.61
2021,1,4,3.9734,13.46,90.65,24.98
2021,1,5,3.6905,4.11,89.47,25.02
2021,1,6,4.5718,2.31,88.17,24.32
2021,1,7,3.4697,3.64,89.95,24.37
2021,1,8,3.0487,3.7,88.66,24.03
2021,1,9,3.1738,6.34,88.75,22.44
2021,1,10,2.6935,5.81,88.31,21.87
2021,1,11,3.1013,0.83,85.61,22.09
2021,1,12,3.1154,0.23,83.59,22.11
2021,1,13,3.4075,2.02,88.0,22.71
2021,1,14,3.1018,5.37,89.51,23.56
2021,1,15,2.9292,6.37,89.81,23.94
2021,1,16,3.4723,0.45,87.25,23.45
2021,1,17,2.7955,17.12,89.82,23.81
2021,1,18,3.347,10.26,90.3,23.72
2021,1,19,2.5642,12.37,91.96,23.97
2021,1,20,1.8473,55.38,94.53,24.27
2021,1,21,3.2846,16.87,92.22,25.16
2021,1,22,3.2839,6.43,93.55,24.87
2021,1,23,4.5029,4.79,90.49,24.93
2021,1,24,3.6072,4.55,87.43,25.12
2021,1,25,4.4218,6.0,89.45,25.19
2021,1,26,3.5496,8.81,89.86,25.33
2021,1,27,3.0266,9.99,90.95,24.7
2021,1,28,3.3204,1.75,87.23,23.61
2021,1,29,4.3008,0.06,80.64,22.63
2021,1,30,3.5134,0.07,79.81,21.4
2021,1,31,4.146,1.46,84.56,21.62
2021,2,1,4.0481,0.87,85.62,22.38
2021,2,2,4.2365,0.74,87.03,23.54
2021,2,3,4.1849,3.15,86.6,23.3
2021,2,4,3.8227,6.33,87.58,23.22
2021,2,5,2.6059,4.22,87.76,23.65
2021,2,6,3.1992,3.99,88.59,24.39
2021,2,7,4.8012,0.4,87.4,24.73
2021,2,8,4.2691,2.49,89.36,24.17
2021,2,9,2.8078,25.05,91.23,23.9
2021,2,10,2.821,10.73,91.44,24.19
2021,2,11,4.6915,4.82,84.14,25.84
2021,2,12,5.0983,1.44,84.55,25.68
2021,2,13,2.6179,6.83,88.1,24.63
2021,2,14,4.1189,1.57,86.12,24.47
2021,2,15,3.0934,4.04,86.67,23.91
2021,2,16,4.6706,2.4,85.86,23.44
2021,2,17,5.5135,0.88,84.23,23.48
2021,2,18,4.4796,4.78,84.8,22.6
2021,2,19,4.3682,5.03,82.29,21.33
2021,2,20,4.6253,0.02,78.54,20.72
2021,2,21,4.3481,0.97,83.92,22.33
2021,2,22,1.207,25.12,92.16,23.94
2021,2,23,3.9362,6.96,91.38,24.9
2021,2,24,5.0114,1.36,85.99,25.69
2021,2,25,6.5081,0.07,83.43,25.25
2021,2,26,6.1022,0.0,83.8,25.56
2021,2,27,5.4814,1.51,84.95,25.97
2021,2,28,4.3495,34.0,88.01,25.6
2021,3,1,5.3412,7.49,85.85,25.81
2021,3,2,6.1282,1.39,85.45,25.98
2021,3,3,4.2888,5.71,87.15,25.41
2021,3,4,4.5202,1.75,84.48,25.02
2021,3,5,5.8817,1.3,84.57,24.87
2021,3,6,6.0156,0.04,82.65,24.57
2021,3,7,6.0101,1.36,82.48,24.22
2021,3,8,4.1798,14.5,86.77,24.48
2021,3,9,3.9917,12.85,85.26,24.23
2021,3,10,5.6866,3.02,82.75,24.38
2021,3,11,5.9525,3.42,81.16,24.68
2021,3,12,3.5443,25.17,90.61,24.27
